gene,SRR11426824,SRR11426825,SRR11426826,SRR11426821,SRR11426822,SRR11426823
388849,2,4,4,15,6,7
388886,20,12,23,8,3,10
3889,2,5,4,0,3,0
388906,4,8,12,5,4,3
388910,0,0,0,0,0,0
388931,196,171,192,126,129,113
388939,0,0,0,3,2,4
388942,9,5,6,7,4,4
388946,0,0,0,0,0,0
388948,11,1,8,2,7,4
388951,2,0,0,0,1,0
388960,0,0,0,1,0,1
388962,368,370,401,395,359,387
388963,88,74,95,12,11,13
388965,35,48,36,31,32,22
388969,493,509,498,151,132,131
389,10077,10633,11396,7065,7494,7442
3890,0,0,0,0,0,0
389015,0,0,0,2,0,2
389023,0,0,0,0,0,0
389033,0,0,0,0,0,0
389043,0,0,0,0,0,2
389058,1,4,4,0,0,0
389072,95,118,105,28,21,26
389073,0,0,0,0,0,0
389075,0,0,0,2,0,0
389084,9,7,5,9,5,4
389090,0,0,0,0,0,0
3891,0,0,0,0,0,2
389114,0,0,1,2,0,2
389118,0,1,1,6,11,11
389119,12,20,31,4,2,4
389123,0,0,0,1,0,0
389124,0,0,0,2,0,2
389125,32,29,36,17,6,10
389136,141,140,124,66,53,63
389151,0,0,0,0,0,0
389152,0,0,0,0,0,0
389158,0,0,0,0,0,0
389161,0,0,1,1,1,2
389170,3,0,3,7,7,5
389177,0,0,0,0,0,0
3892,9,16,27,12,13,14
389203,127,146,173,44,47,38
389206,21,15,19,28,25,14
389207,0,0,0,0,0,0
389208,0,0,0,0,2,2
389247,5,5,4,5,2,1
389257,0,0,0,1,1,0
389289,75,63,72,32,34,26
389320,0,0,0,16,17,22
389332,0,0,0,1,0,2
389333,35,38,39,27,17,24
389336,0,0,0,0,0,0
389337,1,2,0,0,1,4
389362,201,169,177,26,23,15
389376,0,0,0,0,0,0
389383,9,6,4,3,0,1
389384,0,0,0,6,2,12
389396,0,0,0,13,11,14
389400,2,2,0,0,0,1
389421,0,0,0,3,1,0
389432,11,8,9,1,3,5
389434,0,0,0,0,1,1
389458,0,1,2,0,3,4
389493,0,0,0,1,1,1
3895,11871,11410,9721,2201,2509,2341
389517,0,0,0,0,0,0
389523,0,0,0,0,0,0
389524,0,0,0,0,0,0
389538,98,101,96,47,56,50
389541,870,756,1032,305,339,318
389549,0,1,0,0,0,1
389558,0,0,1,4,2,9
389610,0,0,0,0,1,0
389633,1,0,0,0,2,0
389634,3,1,2,1,1,2
389641,71,102,119,161,179,170
389643,0,1,1,0,1,1
389649,0,0,0,2,0,1
389658,0,0,0,0,0,0
389668,50,49,45,2,5,5
389676,0,0,0,0,0,0
389677,340,391,340,97,55,69
389690,0,0,0,0,1,0
389692,5,5,8,2,1,2
3897,0,0,0,0,0,0
389705,0,1,0,0,0,0
389715,0,0,0,2,0,1
389730,0,0,0,0,0,0
389741,15,12,11,14,10,14
389761,0,0,0,0,0,0
389762,0,0,0,0,0,0
389763,0,0,0,0,0,0
389765,10,15,10,6,7,7
389766,2,0,1,16,20,20
389791,0,1,1,4,6,6
389792,294,321,375,133,142,110
389799,6,5,6,0,4,2
3898,0,3,2,0,1,3
389812,0,0,0,2,0,0
389813,49,52,55,40,43,40
389816,34,16,30,3,2,0
389827,0,0,0,0,0,0
389831,786,805,727,276,252,270
389834,95,85,98,38,23,32
389840,37,58,36,24,18,17
389852,0,0,0,0,0,0
389856,0,1,0,0,0,0
389857,0,0,0,0,0,0
389860,0,0,0,0,1,0
389874,0,0,0,2,0,0
389895,0,0,0,0,0,0
389898,23,27,19,5,3,8
3899,4,7,3,6,9,9
389903,0,0,0,0,0,0
389906,57,58,56,7,10,6
389932,0,0,0,1,0,1
389941,9,6,7,6,10,7
39,689,704,739,307,289,294
390,380,394,344,231,185,170
390003,0,0,0,2,1,0
390010,0,0,0,0,0,0
390036,0,0,0,0,0,0
390037,0,0,0,0,0,0
390038,0,0,0,0,0,0
390054,0,0,0,0,0,0
390058,0,0,0,0,0,0
390059,0,0,0,0,0,0
390061,0,0,0,0,0,0
390063,0,0,0,0,0,0
390064,0,0,0,0,0,0
390066,0,0,0,0,0,0
390067,0,0,0,0,0,0
390072,0,0,0,0,3,1
390075,0,0,0,0,0,0
390077,0,0,0,1,0,0
390078,0,0,0,0,0,0
390079,0,0,0,0,0,0
390081,0,0,0,0,0,0
390083,0,0,0,0,0,0
390084,0,0,0,0,0,0
390093,0,0,0,0,0,0
390110,0,0,0,0,1,0
390113,0,0,0,0,0,0
390142,0,0,0,0,0,0
390144,0,0,0,0,0,0
390148,0,0,0,0,0,0
390151,0,0,0,0,0,0
390152,0,0,0,0,0,0
390154,0,0,0,0,0,0
390155,0,0,0,0,0,0
390157,0,0,0,0,0,0
390162,0,0,0,0,0,0
390167,0,0,0,0,0,0
390168,0,0,0,0,0,0
390181,0,0,0,0,0,0
390190,0,0,0,0,0,0
390191,0,0,0,0,0,0
390195,0,0,0,0,0,0
390197,0,0,0,1,0,0
390199,0,0,0,1,2,1
3902,58,39,33,110,112,120
390201,0,0,0,3,1,0
390205,0,0,0,0,0,0
390212,0,0,0,3,4,3
390213,0,0,0,1,0,1
390226,0,0,0,3,0,0
390231,0,0,0,0,0,0
390243,0,0,0,1,3,0
390245,0,0,0,0,0,0
390259,0,0,0,1,2,2
390260,0,0,0,0,0,0
390261,0,0,0,0,0,0
390264,0,0,0,0,0,0
390265,0,0,0,0,0,0
390271,0,0,0,0,0,0
390275,0,0,0,2,2,2
3903,0,0,0,0,0,0
390321,0,0,0,0,0,0
390323,0,0,0,0,1,1
390326,0,0,0,0,0,0
390327,0,0,0,0,0,0
3904,0,0,0,0,0,0
390429,0,0,0,0,0,0
390431,0,0,0,2,1,3
390433,0,0,0,0,0,0
390436,0,0,0,0,0,0
390437,0,0,0,0,0,0
390439,0,0,0,5,2,0
390442,1,0,0,11,7,21
390443,0,0,0,0,0,0
390445,0,0,0,6,2,5
390535,0,0,0,0,0,0
390538,0,0,0,0,0,0
390539,0,0,0,0,0,0
390561,4,1,0,3,4,0
390594,0,0,0,6,5,8
390595,6,6,4,16,12,10
390598,4,1,4,3,3,6
3906,0,1,0,2,2,0
390616,0,0,0,1,0,0
390637,22,26,13,23,11,19
390648,0,0,0,0,0,0
390649,0,0,0,0,0,0
390651,0,0,0,0,0,0
390660,0,0,0,0,0,0
390664,1,1,0,0,0,0
390667,0,0,0,2,1,2
390705,0,0,0,0,0,0
390732,2,0,0,1,0,0
390748,2,6,6,2,2,3
390756,0,0,0,0,0,0
390790,0,0,1,17,32,25
390792,0,0,0,0,0,0
3908,8,12,7,17,32,32
390858,0,0,0,0,0,0
390874,0,0,0,0,0,0
390882,1,1,0,2,0,0
390883,0,0,0,1,1,2
390892,0,0,0,0,0,0
3909,18,16,17,6,3,8
390916,363,410,451,76,63,67
390927,163,161,166,100,100,116
390928,6,8,3,5,5,4
390940,4,8,3,33,39,39
390963,236,265,244,31,25,34
390980,365,416,365,68,71,84
390992,1,0,0,0,0,0
390999,0,0,0,0,0,0
391,1823,1735,1787,172,177,170
3910,0,0,0,0,0,0
391002,0,0,0,0,0,0
391004,0,0,0,0,0,0
391013,0,0,0,0,0,0
391037,1,0,0,0,0,0
391051,0,0,0,1,2,2
391059,25,33,33,23,16,24
3911,4811,4807,5238,1317,920,871
391104,2,2,1,74,56,58
391107,0,0,0,0,0,0
391109,0,0,0,0,0,0
391112,0,0,0,0,0,0
391114,0,0,0,0,0,0
391123,0,3,5,6,5,4
391189,0,0,0,0,0,0
391190,0,0,0,0,0,0
391191,0,0,0,0,0,0
391192,0,0,0,0,0,0
391194,0,0,0,0,0,0
391195,0,0,0,0,0,0
391196,0,0,0,0,0,0
3912,393,472,456,166,136,123
391211,0,0,0,1,0,0
391253,0,0,0,2,0,0
391257,0,0,0,0,2,0
391267,52,25,40,0,3,4
3913,2979,2666,2948,503,400,373
391322,2,0,0,0,0,0
391356,196,175,205,178,179,171
391365,0,0,0,10,12,5
3914,559,501,551,205,177,153
391475,0,0,0,0,0,0
3915,1455,1747,1605,395,309,319
391518,0,0,0,0,0,0
3916,3036,3086,3108,1316,1239,1138
391622,0,0,0,0,0,0
391627,0,0,0,0,0,0
391712,0,0,0,0,0,1
391723,0,0,0,0,0,0
3918,359,388,367,253,181,170
392,2452,2788,2798,675,593,559
3920,1208,1372,1270,574,479,419
3921,2306,2228,2695,3663,3351,3259
392138,0,0,0,0,0,1
392188,0,0,0,0,0,0
392196,0,0,0,0,0,0
392197,0,0,0,0,0,0
392232,0,0,0,0,0,0
392255,0,0,0,0,0,0
392307,0,1,0,3,6,4
392309,0,0,0,0,0,0
392360,0,0,0,0,0,0
392364,0,0,0,0,0,0
392376,0,0,0,0,0,0
392390,0,0,0,1,1,3
392391,0,0,0,2,0,0
392392,0,0,0,1,1,0
392399,0,0,0,0,0,0
392452,0,0,0,0,0,0
392459,0,0,0,5,1,6
392465,0,0,0,0,2,0
392490,1480,1662,1609,1670,1789,1780
3925,8937,10477,9303,4954,4924,4972
392509,0,3,3,4,1,2
392617,112,127,129,35,25,13
392636,6,2,0,2,0,3
3927,7005,8253,8136,2599,2274,2297
392862,5,2,4,2,6,4
3929,0,0,0,11,4,11
393,0,0,0,0,0,0
3930,1726,1965,1685,355,309,276
393046,0,0,0,0,0,0
3931,699,535,663,127,136,135
3932,0,1,0,29,19,23
3933,0,0,0,1,0,0
3934,7,9,7,9,7,12
3936,3,0,0,3,7,1
3937,0,0,0,0,0,0
3938,0,2,1,62,46,60
3939,31098,33344,32010,5824,5532,5348
394,965,880,828,248,193,184
394263,0,0,0,0,1,0
3945,16210,17170,15782,11261,10653,10995
3948,0,0,0,23,22,23
3949,639,647,722,693,488,540
395,0,0,0,14,7,2
3950,0,0,0,0,0,0
3952,0,0,0,1,0,3
3953,256,302,229,176,137,142
3954,829,886,910,149,158,138
3955,251,224,268,13,17,18
3956,13479,11825,14966,8922,9311,8851
3957,3,4,3,4,10,5
3958,333,352,391,310,266,296
3959,290,270,292,384,301,258
396,22123,21578,22638,4751,5265,4860
3960,17,7,12,55,57,60
3963,0,0,0,0,0,0
3964,1821,1769,1541,520,432,464
3965,6,5,5,33,43,37
397,1171,1310,1338,830,753,836
3972,8,9,7,2,6,7
3973,0,0,0,0,1,0
3975,392,423,449,234,210,228
3976,4793,5188,5426,2580,1920,1895
3977,100,115,111,54,26,32
3978,956,1068,1142,255,245,225
398,0,0,0,0,0,0
3980,206,237,237,72,43,61
3981,220,251,178,99,65,87
3982,0,0,0,0,0,0
3983,466,522,477,196,167,188
3984,0,0,0,0,0,0
3985,608,679,692,255,223,234
3987,1017,1058,946,301,265,288
3988,536,600,590,487,413,439
399,0,0,0,4,9,2
3990,58,55,82,25,22,18
3991,117,110,152,30,25,22
3992,1545,1717,1609,404,333,352
3993,472,438,449,111,110,121
399473,130,112,126,82,42,67
399474,113,105,148,63,55,51
3995,560,500,625,108,104,102
399512,110,118,124,49,34,37
3996,498,540,606,244,184,158
399664,308,403,441,212,167,163
399665,224,265,289,33,31,28
399668,0,0,0,0,0,0
399669,2,3,3,13,7,13
399670,0,2,0,5,5,2
399671,21,33,31,31,23,21
399687,279,396,339,107,73,84
399694,2,4,3,13,19,7
399697,0,0,0,0,0,0
399706,0,0,0,0,1,1
399708,0,0,0,0,0,0
399715,18,17,22,8,10,8
399717,0,0,0,1,0,3
399726,169,158,178,30,44,35
399744,155,130,132,42,31,35
399746,0,0,0,2,0,1
399753,0,0,0,0,0,0
3998,2305,2400,2158,927,730,746
399806,6,7,3,1,2,2
399814,0,0,0,1,0,0
399815,27,60,35,34,32,26
399818,79,87,84,15,23,15
399821,0,0,0,1,0,0
399823,0,0,0,0,0,0
399827,0,0,0,0,0,0
399829,0,0,0,0,0,0
399833,0,0,0,0,1,0
399844,0,1,1,0,0,0
399876,0,0,0,0,0,0
399881,3,11,14,4,1,2
399888,10,3,13,29,29,25
399909,1561,1540,1634,459,397,405
399923,0,0,0,0,0,1
399947,3,4,5,0,1,1
399948,0,0,0,2,0,0
399949,0,1,0,1,0,3
399959,406,352,335,94,107,91
399967,1,1,2,1,1,0
399968,1,3,1,1,3,0
399972,25,27,23,10,3,5
399979,676,926,835,276,203,198
40,0,0,0,0,0,0
400,593,615,593,195,161,187
4000,8446,8631,9740,2220,2033,1731
400027,65,90,85,31,32,30
400043,68,72,57,18,13,11
400046,0,0,0,1,3,1
400058,14,43,34,46,52,63
400073,57,64,61,35,29,29
400084,0,0,0,0,0,0
400087,0,0,0,0,0,0
4001,1346,1586,1376,144,117,102
400110,0,0,0,2,1,0
400120,0,0,0,0,0,0
400121,0,0,0,1,0,0
400123,0,0,0,0,0,0
400165,0,0,0,0,0,1
400221,2,1,0,2,0,2
400224,0,0,2,7,5,9
400236,4,7,9,6,1,6
400238,0,0,0,3,1,2
400242,4,5,1,1,2,0
400258,0,0,0,0,0,0
400322,213,271,231,46,40,33
400359,0,0,0,0,0,0
400360,2,1,2,2,0,3
4004,0,0,0,0,0,0
400410,63,65,56,89,83,84
400451,48,39,53,20,25,20
400456,0,0,0,0,0,0
4005,7,6,9,11,5,4
400500,0,0,0,35,42,56
400506,1277,1123,1223,89,135,126
400508,6,3,8,7,8,11
400512,0,0,0,0,2,0
400533,0,0,2,0,0,0
400548,0,0,0,0,0,0
400550,0,0,0,0,0,0
400558,0,0,2,2,0,3
400566,0,0,0,0,0,0
400569,122,107,138,16,13,19
400578,0,0,0,0,0,0
400581,0,0,0,0,0,0
400591,0,0,0,0,0,0
400604,5,2,6,3,5,5
400617,3,1,5,6,1,4
400619,1,5,4,0,1,0
400620,0,0,0,0,0,0
400624,0,0,0,0,1,1
400629,0,0,0,0,0,0
400643,0,0,0,0,0,0
400654,0,0,0,0,0,0
400655,0,0,1,0,0,0
400657,50,61,53,21,22,19
400658,0,0,0,0,0,0
400668,1,0,1,4,2,0
400673,14,16,15,8,5,9
400680,5,11,9,9,9,2
400684,4,4,4,3,7,4
400685,0,0,0,0,0,1
400696,0,0,0,1,2,1
4007,1,0,0,0,1,0
400709,6,2,2,11,7,8
400710,5,3,5,27,9,17
400713,52,53,42,31,41,33
400720,96,105,114,47,45,54
400735,0,0,0,0,0,0
400736,0,0,0,0,0,0
400745,375,439,441,163,148,181
400746,0,0,2,3,6,6
400752,4,3,7,3,3,2
400757,0,0,0,1,6,7
400759,0,0,0,0,1,0
400761,16,11,12,6,11,7
400765,98,116,118,81,47,50
400793,13,18,13,5,1,0
400794,0,0,0,0,1,5
400798,8,8,13,10,4,4
4008,1086,1136,1003,201,157,130
400804,0,0,0,0,0,0
400818,0,0,0,0,0,0
400823,1,5,4,33,24,36
400830,0,0,0,0,0,0
400831,0,1,0,4,2,1
400839,0,0,0,2,3,0
400866,0,0,0,0,0,0
400891,0,0,0,12,7,16
400892,0,0,0,0,0,0
4009,0,0,0,0,0,0
400916,1518,1337,1623,689,713,727
400927,19,19,22,8,7,17
400931,218,188,214,74,68,82
400932,0,0,1,0,0,1
400935,0,0,0,2,3,9
400940,0,0,0,0,0,0
400941,0,0,0,0,0,0
400946,0,2,0,5,7,11
400950,0,0,0,1,1,0
400952,0,0,0,1,0,0
400954,42,30,19,127,89,121
400955,0,2,0,0,1,1
400957,1,0,0,14,19,21
400958,0,0,0,4,4,3
400960,164,150,147,73,61,67
400961,83,88,61,30,29,27
400966,0,0,0,0,0,0
400999,4,2,4,0,4,2
401,1,0,0,2,1,2
4010,63,78,67,14,11,13
401010,131,115,118,28,34,29
401014,6,13,6,3,2,1
401022,247,221,256,133,104,119
401024,0,0,1,0,0,1
401027,4,5,9,34,29,24
401036,6,6,4,0,0,2
401039,0,0,0,0,0,0
401052,119,92,96,22,20,12
401067,0,0,0,8,10,3
401074,1,0,1,0,0,1
401081,0,0,0,0,1,0
401082,0,0,0,1,0,0
401089,41,40,41,10,10,7
401093,4,2,8,8,9,2
401097,3,5,0,0,0,1
401103,1,0,0,0,0,0
401105,23,13,22,8,3,2
401106,4,2,6,4,5,7
401109,0,0,0,6,6,10
401115,573,410,547,220,239,240
401124,0,0,0,0,0,0
401127,42,53,40,49,45,55
401134,0,0,0,0,0,0
401135,0,0,0,0,1,0
401136,0,0,0,16,5,7
401137,1,0,0,1,0,0
401138,0,0,0,0,0,0
401145,0,0,1,0,0,0
401149,86,89,73,7,14,7
401152,675,696,667,397,362,403
401164,2,2,2,9,27,21
401172,0,0,0,4,5,4
401177,0,0,0,8,2,8
401190,0,0,0,0,0,0
4012,104,123,92,82,57,46
401207,109,94,103,31,30,23
401232,19,20,15,10,13,14
401233,29,24,28,20,17,16
401236,0,0,0,0,0,0
401237,0,0,0,0,0,0
401242,0,0,0,0,0,0
401250,0,0,0,0,0,0
401253,2,1,7,7,2,3
401258,1,0,2,21,29,30
401260,0,0,0,0,0,0
401262,3,8,6,5,2,2
401264,22,32,35,32,34,41
401265,1,2,1,2,0,4
401282,0,0,0,0,0,0
401285,0,0,0,0,0,2
401288,2,3,8,7,4,4
4013,11,8,7,4,1,5
401303,19,15,21,12,10,15
401320,245,203,184,54,42,55
401321,680,728,702,236,207,214
401324,0,0,0,1,0,0
401331,5,2,6,3,6,0
401335,0,0,0,1,0,2
401337,0,0,0,0,0,0
401375,0,0,0,0,0,0
401387,2,0,1,14,21,19
401388,0,0,0,2,1,2
401397,158,162,146,63,62,54
401399,0,1,0,1,0,2
4014,0,0,0,0,0,0
401409,14,16,13,22,31,32
401427,4,1,2,7,3,1
401431,30,29,26,6,5,5
401447,0,0,0,0,0,0
401463,0,0,0,0,0,0
401466,546,548,465,215,198,199
401474,261,280,252,46,34,24
401491,1,2,0,0,1,1
401492,0,0,0,0,0,0
401494,13,19,13,7,8,1
401497,0,0,0,0,0,0
401498,0,0,0,3,4,6
4015,69,91,62,14,19,17
401505,1995,2044,1870,860,1000,858
401507,0,0,0,0,1,0
401508,0,0,0,0,0,0
401509,0,0,0,0,0,0
401535,0,0,0,0,0,0
401541,49,56,46,24,20,26
401546,5,5,6,110,108,107
401548,280,312,268,45,48,35
401551,0,0,1,54,38,37
401557,0,0,0,0,0,0
401562,0,0,0,0,4,0
401563,0,1,0,3,1,2
401565,2,1,2,21,21,18
401577,0,0,0,0,0,0
401588,117,123,119,189,123,139
4016,0,0,0,1,0,0
401612,0,0,0,0,0,0
401613,0,0,0,0,1,1
401629,0,0,0,0,0,0
401647,78,64,63,44,40,26
401665,0,0,0,0,0,0
401666,0,0,0,0,0,0
401667,0,0,0,0,0,0
4017,1711,2004,2114,421,325,318
401720,0,0,0,0,0,0
4018,0,1,0,2,5,1
401884,27,31,32,5,3,2
401898,26,18,19,5,9,21
401934,0,1,2,3,0,0
401940,0,0,0,0,0,0
401944,5,8,12,6,2,0
401980,1,1,2,3,2,3
401983,0,0,0,0,1,0
401992,0,0,0,0,0,0
401993,0,0,0,0,0,0
401994,0,0,0,0,0,0
402,895,844,905,344,408,363
402055,205,245,192,68,68,60
402117,0,0,0,0,0,1
402135,0,0,0,14,7,8
402160,1,0,0,4,5,2
402176,92,61,68,76,107,109
4023,0,0,0,0,0,0
402381,0,0,0,0,0,0
402415,3,2,2,6,2,3
402483,1022,1092,1071,176,166,140
4025,0,1,0,7,6,2
402569,4,4,2,8,7,9
402573,47,26,31,138,133,147
4026,3137,3019,3049,597,610,617
402665,4,3,8,1,7,7
402682,4,8,6,5,3,11
402778,26,31,37,17,15,18
402779,0,0,0,0,0,0
403,432,464,442,353,387,357
403239,0,0,0,0,0,0
403244,0,0,0,0,0,0
403253,0,0,0,0,0,0
403257,0,0,0,0,0,0
403273,0,0,0,0,0,0
403274,0,0,0,0,0,0
403277,0,0,0,0,0,0
403278,0,0,0,0,0,0
403282,0,0,0,0,0,1
403284,0,0,0,1,0,0
4033,0,0,1,15,17,14
403313,88,95,71,22,16,10
403314,0,0,0,1,0,1
403315,6,11,10,1,4,2
403340,0,2,2,7,8,3
403341,196,191,195,102,105,113
4034,1226,1235,1289,166,124,125
4035,459,540,552,168,143,155
4036,0,1,0,4,2,4
4037,40,24,29,13,25,18
4038,347,409,362,123,83,89
4040,637,676,605,141,108,95
404037,2,0,1,9,8,6
404093,745,806,843,175,147,165
4041,453,493,536,212,170,169
404201,15,12,10,19,11,9
404203,0,0,0,0,0,0
404217,474,488,472,151,212,209
404220,1,2,2,24,13,13
404266,23,26,18,20,17,11
404281,27,20,19,4,6,11
4043,871,909,1045,298,288,259
4045,0,1,0,0,0,0
404550,38,39,45,6,5,2
404552,0,0,0,0,2,0
4046,0,0,1,1,0,0
404663,0,0,0,0,0,0
404665,5,8,7,3,2,0
404672,574,513,541,309,343,296
4047,1453,1388,1596,416,356,354
404734,109,74,78,13,20,13
404744,1,2,1,1,0,3
404785,0,0,1,0,0,0
4048,1731,1731,1693,625,547,514
4049,0,0,0,0,0,0
405,672,710,680,127,111,107
4050,0,0,0,0,0,0
4051,0,0,0,0,0,0
4052,11,18,17,12,2,8
4053,1203,1220,1281,660,532,531
4054,1478,1334,1600,535,388,375
4055,478,518,565,115,95,86
4056,0,0,0,0,0,0
4057,1,0,0,0,0,0
405753,0,0,0,0,0,0
405754,0,0,0,7,3,2
4058,2,1,1,14,9,18
4059,1266,1221,1334,469,372,370
406,127,156,117,34,38,42
4060,0,0,0,0,0,0
4061,3750,3228,3864,2300,2306,2183
4062,0,0,0,1,0,1
4063,0,2,0,2,3,3
4064,0,0,0,0,0,0
4065,0,0,0,7,6,16
4066,30,31,18,2,0,4
4067,252,286,257,95,61,63
4068,0,0,0,0,0,0
406881,0,0,0,0,0,1
406882,1,0,0,0,0,0
406883,0,0,0,0,0,0
406884,0,0,0,0,0,0
406885,0,0,0,0,0,0
406886,4,4,2,1,0,0
406887,1,0,0,0,0,1
406888,1,0,0,1,0,1
406889,0,0,0,0,0,0
406890,0,0,0,0,0,0
406891,0,0,0,0,0,0
406892,0,0,0,0,0,0
406893,0,0,0,0,0,0
406894,0,0,0,0,0,0
406895,0,0,0,0,0,0
406896,1,0,0,0,0,0
406897,0,0,0,0,0,0
406898,0,0,0,0,0,0
406899,0,0,0,0,0,0
4069,0,0,0,4,4,2
406900,13,11,9,0,1,0
406901,0,0,0,0,1,0
406902,0,1,0,1,0,1
406903,1,0,0,1,0,2
406904,0,0,0,0,0,0
406905,0,0,0,0,0,0
406906,0,0,0,0,0,0
406907,0,0,0,0,0,0
406908,0,0,0,0,0,0
406909,0,0,0,0,0,0
406910,0,0,0,0,0,0
406911,0,0,0,0,0,0
406912,0,0,0,0,0,0
406913,0,0,0,0,0,0
406914,0,0,0,0,0,0
406915,0,0,0,0,0,0
406916,0,0,0,0,0,0
406917,0,0,0,0,0,0
406918,0,0,0,0,0,0
406919,0,1,0,0,0,0
406920,0,0,0,2,0,1
406921,0,0,0,0,0,0
406922,0,0,0,0,0,0
406923,0,0,0,0,0,0
406924,0,0,0,0,0,0
406925,0,0,0,0,0,0
406926,0,0,0,0,0,0
406927,0,0,0,0,0,0
406928,0,0,0,0,0,0
406929,0,0,0,0,0,1
406930,0,0,0,0,0,0
406931,0,0,0,0,0,0
406932,0,0,0,0,0,0
406933,0,0,0,0,0,0
406934,0,0,0,1,0,0
406935,0,0,0,0,1,1
406936,0,0,0,0,0,1
406938,1,0,1,3,1,0
406939,0,0,0,0,0,0
406940,0,0,0,0,0,0
406941,0,0,0,0,0,0
406942,0,0,0,2,0,0
406943,0,0,0,0,0,0
406944,0,0,0,1,1,0
406945,0,0,0,1,0,0
406946,0,0,0,0,0,0
406947,0,0,0,0,0,0
406949,0,0,0,0,1,0
406950,0,0,0,0,0,0
406951,0,0,0,0,0,0
406954,0,0,0,1,0,0
406955,0,0,0,0,0,0
406956,0,0,0,0,0,1
406957,0,0,0,0,1,0
406958,1,0,0,0,1,0
406959,0,0,0,0,2,0
406960,0,0,0,0,0,0
406961,0,0,0,0,0,0
406962,6,2,1,1,1,0
406963,0,0,0,0,0,0
406964,0,0,0,0,0,0
406965,0,0,0,0,0,0
406966,0,0,0,0,0,1
406967,1,0,0,1,0,0
406968,0,0,0,0,0,0
406969,0,0,0,0,1,0
406970,0,0,0,0,0,0
406972,2,0,0,1,0,1
406973,0,0,0,0,0,0
406974,1,0,0,1,0,0
406975,0,0,0,0,0,0
406976,0,0,0,0,0,0
406978,0,0,0,0,0,1
406980,0,0,0,0,0,0
406981,0,0,0,0,0,0
406983,4,3,0,3,0,0
406984,1,2,2,0,3,1
406985,0,0,0,0,0,0
406986,0,0,0,0,0,0
406987,0,0,0,0,0,0
406988,0,0,0,0,0,0
406989,0,0,0,0,0,0
406990,0,0,0,0,0,0
406991,2,2,0,4,4,4
406992,0,0,0,0,0,0
406993,0,0,0,0,0,0
406994,0,0,0,0,0,0
406995,0,0,0,0,0,0
406997,0,0,0,1,1,2
406998,0,0,0,0,0,0
406999,0,0,0,0,0,0
407,7,13,9,9,4,7
4070,0,0,0,35,22,28
407000,0,0,0,0,0,0
407001,0,0,0,0,0,0
407002,0,0,0,0,0,0
407003,1,0,0,1,0,0
407004,0,0,0,0,0,0
407006,0,0,0,0,0,0
407007,0,0,0,0,0,0
407008,0,0,0,0,0,0
407011,4,0,3,0,0,0
407014,24,19,26,1,2,1
407015,0,0,0,0,0,0
407016,0,0,0,0,2,0
407017,0,0,0,0,0,0
407021,0,0,0,0,0,0
407022,0,0,0,0,0,0
407023,0,0,0,0,0,0
407024,0,0,0,0,0,0
407026,3,6,1,1,1,0
407027,0,0,0,0,0,0
407029,0,0,0,0,0,0
407030,0,0,0,0,0,0
407031,0,0,1,0,0,0
407032,0,0,0,0,0,0
407033,0,0,0,0,0,0
407034,0,0,0,0,0,0
407035,0,0,0,0,0,0
407036,1,0,1,1,0,0
407037,0,0,0,0,0,0
407039,0,0,0,1,0,0
407040,0,0,1,0,0,0
407041,0,0,0,0,0,0
407042,0,0,0,0,0,0
407043,4,1,0,0,0,0
407044,0,0,0,0,0,0
407045,0,0,0,1,0,1
407046,0,0,0,0,0,0
407047,0,0,0,0,0,0
407049,0,0,0,0,0,0
407050,10,6,9,1,0,0
407051,0,0,0,0,0,0
407053,0,0,0,0,1,0
407054,0,0,0,0,0,0
407055,0,0,0,0,0,0
407056,0,0,0,0,0,0
4071,12166,12957,12765,2163,2095,1992
4072,111,119,103,50,54,48
4074,715,948,897,587,507,501
4076,7462,8199,7856,2185,1640,1716
4077,1497,1745,1604,519,406,455
407738,0,0,1,0,0,0
407835,346,381,380,117,106,115
407975,122,108,98,12,34,33
407977,0,0,0,0,0,0
408,432,466,474,111,109,109
408029,0,0,0,4,0,0
408050,2,2,3,2,0,1
408187,0,0,0,0,0,0
4082,1270,1468,1471,232,200,173
408263,1,3,0,3,2,2
4084,64,79,80,458,334,339
4085,662,708,583,128,98,95
4086,209,267,220,88,54,68
4087,1266,1367,1294,560,523,487
4088,6264,6783,6953,1151,906,800
4089,716,875,839,172,129,118
409,2616,2939,2921,1490,1436,1558
4090,983,1016,882,129,108,111
4091,293,359,320,88,70,66
4092,316,339,325,74,75,67
4093,75,91,102,32,25,25
4094,0,0,0,0,0,0
4097,685,784,823,431,374,402
4099,0,0,0,5,5,3
41,566,639,566,156,116,112
410,452,375,413,108,107,101
4100,0,0,0,0,0,0
4101,0,0,0,0,0,0
4102,0,0,0,0,0,0
4103,0,0,0,0,0,0
4104,0,0,0,0,0,0
4105,0,0,1,1,0,1
4107,0,0,0,0,0,0
4109,0,0,0,0,0,0
411,168,238,208,91,84,81
4110,0,0,0,0,0,0
4111,0,0,1,0,0,0
4112,0,0,0,0,0,0
4113,0,2,0,0,0,0
4114,0,0,0,0,0,0
4115,0,0,0,0,0,0
4116,768,734,718,168,161,151
4117,154,136,184,179,194,211
4118,0,0,0,0,0,0
412,17,30,21,23,16,16
4121,55,77,69,17,12,15
4122,864,877,945,332,237,279
4123,321,333,313,129,93,105
4124,271,359,271,111,63,71
